,순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1806,1879,213090,미래테크놀로지,"8,040",-50,-0.6,"2,292","18,410,580","8,080","8,090","8,010","49,211,135,520",0.0,"6,120,788",,,
1807,1880,106080,하이소닉,"3,330",0,0.0,0,0,0,0,0,"49,168,439,010",0.0,"14,765,297",,,
1808,1881,096350,대창솔루션,303,-1,-0.3,"1,967,724","598,487,515",303,308,302,"49,021,953,981",0.0,"161,788,627",,,
1809,1882,900260,로스웰,345,-6,-1.7,"1,046,556","362,898,540",350,356,342,"48,914,531,250",0.0,"141,781,250",,,
1810,1883,093240,형지엘리트,"1,570",35,2.3,"2,666,492","4,188,125,165","1,565","1,675","1,480","48,913,032,860",0.0,"31,154,798",,,
1811,1884,227100,디자인,"15,150",750,5.2,"153,319","2,272,768,850","14,550","15,300","14,150","48,874,278,750",0.0,"3,226,025",,,
1812,1885,230980,솔트웍스,"3,270",55,1.7,"627,305","2,081,285,350","3,235","3,420","3,215","48,841,282,440",0.0,"14,936,172",,,
1813,1886,007120,미래아이앤지,377,-2,-0.5,"680,894","256,430,692",382,382,375,"48,815,523,796",0.0,"129,484,148",,,
1814,1888,258790,소프트캠프,"1,950",25,1.3,"256,757","494,673,230","1,955","1,955","1,900","48,733,003,800",0.0,"24,991,284",,,
1815,1889,023440,제일제강,"1,650",-10,-0.6,"44,012","73,058,540","1,660","1,685","1,645","48,662,448,450",0.0,"29,492,393",,,
1816,1890,073070,에스모,387,-10,-2.5,"3,743,626","1,446,542,514",395,397,382,"48,636,520,281",0.0,"125,675,763",,,
1817,1891,278380,원바이오젠,"20,300",-100,-0.5,"2,675","54,078,150","20,400","20,400","19,900","48,548,668,000",0.0,"2,391,560",,,
1818,1892,263860,지니언스,"5,140",-60,-1.2,"34,654","179,571,900","5,200","5,250","5,130","48,545,244,000",0.0,"9,444,600",,,
1819,1893,138070,신진에스엠,"5,400",-100,-1.8,"181,153","1,022,278,350","5,530","5,900","5,400","48,449,788,200",0.0,"8,972,183",,,
1820,1894,031860,엔에스엔,"1,230",60,5.1,"1,412,560","1,736,901,020","1,180","1,260","1,175","48,379,874,130",0.0,"39,333,231",,,
1821,1895,046310,백금T&A,"2,975",60,2.1,"504,600","1,499,115,710","2,930","3,020","2,915","48,336,654,625",0.0,"16,247,615",,,
1822,1896,008370,원풍,"4,020",15,0.4,"15,161","60,862,770","4,005","4,030","4,000","48,240,000,000",0.0,"12,000,000",,,
1823,1897,190650,코리아에셋투자증권,"7,540",0,0.0,"9,679","73,212,570","7,580","7,640","7,500","48,165,520,000",0.0,"6,388,000",,,
1824,1898,007630,폴루스바이오팜,"1,225",0,0.0,0,0,0,0,0,"48,156,675,700",0.0,"39,311,572",,,
1825,1900,290270,휴네시온,"4,995",-65,-1.3,"32,551","163,539,570","5,090","5,120","4,970","47,990,321,640",0.0,"9,607,672",,,
1826,1901,115570,스타플렉스,"6,230",-60,-1.0,"56,391","355,013,730","6,290","6,460","6,190","47,912,481,610",0.0,"7,690,607",,,
1827,1902,007280,한국특수형강,"1,480",20,1.4,"126,277","186,181,750","1,460","1,500","1,440","47,883,165,200",0.0,"32,353,490",,,
1828,1903,036620,버추얼텍,790,-9,-1.1,"240,917","191,048,670",807,807,787,"47,841,986,830",0.0,"60,559,477",,,
1829,1904,228340,동양파일,"2,390",-20,-0.8,"349,929","854,424,575","2,425","2,525","2,355","47,800,000,000",0.0,"20,000,000",,,
1830,1905,027970,세하,"1,615",10,0.6,"580,933","960,551,045","1,685","1,690","1,615","47,744,240,155",0.0,"29,562,997",,,
1831,1906,217620,디딤,"1,290",-40,-3.0,"108,420","140,117,980","1,345","1,345","1,265","47,732,457,450",0.0,"37,001,905",,,
1832,1907,030350,드래곤플라이,"2,980",155,5.5,"7,873,122","27,008,524,375","3,300","3,670","2,885","47,705,303,180",0.0,"16,008,491",,,
1833,1908,019180,티에이치엔,"2,650",0,0.0,"146,758","387,998,790","2,685","2,685","2,580","47,700,000,000",0.0,"18,000,000",,,
1834,1909,003780,진양산업,"3,665",5,0.1,"330,180","1,217,753,210","3,665","3,730","3,650","47,645,000,000",0.0,"13,000,000",,,
1835,1910,027580,상보,"1,015",10,1.0,"577,963","585,093,640","1,015","1,025","1,005","47,398,466,955",0.0,"46,697,997",,,
1836,1911,263810,상신전자,"3,325",5,0.2,"43,658","145,190,500","3,320","3,355","3,285","47,363,687,350",0.0,"14,244,718",,,
1837,1912,007610,선도전기,"2,630",70,2.7,"212,892","561,794,605","2,590","2,685","2,585","47,340,000,000",0.0,"18,000,000",,,
1838,1913,310200,애니플러스,"1,695",50,3.0,"743,427","1,267,348,815","1,645","1,750","1,630","47,320,059,105",0.0,"27,917,439",,,
1839,1914,089530,에이티세미콘,534,-1,-0.2,"662,032","352,867,442",545,545,525,"47,267,443,608",0.0,"88,515,812",,,
1840,1915,059120,아진엑스텍,"6,800",140,2.1,"43,582","294,066,240","6,730","7,000","6,630","47,232,222,000",0.0,"6,945,915",,,
1841,1917,094970,제이엠티,"2,810",5,0.2,"81,294","227,554,825","2,805","2,835","2,780","47,062,554,400",0.0,"16,748,240",,,
1842,1918,221980,케이디켐,"11,650",-200,-1.7,"2,314","27,129,650","11,850","11,900","11,650","47,005,420,000",0.0,"4,034,800",,,
1843,1919,035200,프럼파스트,"4,825",-725,-13.1,"828,879","4,151,473,280","5,300","5,300","4,825","46,950,096,750",0.0,"9,730,590",,,
1844,1920,150900,파수,"4,665",-180,-3.7,"107,349","502,260,460","4,845","4,865","4,570","46,860,181,575",0.0,"10,045,055",,,
1845,1922,042600,새로닉스,"3,770",170,4.7,"89,694","337,326,855","3,605","3,890","3,605","46,836,873,980",0.0,"12,423,574",,,
1846,1923,234920,자이글,"3,460",-70,-2.0,"87,053","308,578,310","3,620","3,645","3,460","46,816,948,600",0.0,"13,530,910",,,
1847,1924,246960,이노테라피,"9,280",120,1.3,"11,988","110,521,010","9,160","9,400","9,090","46,810,027,520",0.0,"5,044,184",,,
1848,1925,317850,대모,"5,620",-170,-2.9,"147,311","825,949,180","5,730","5,760","5,510","46,783,240,400",0.0,"8,324,420",,,
1849,1926,023810,인팩,"4,655",0,0.0,"10,706","49,393,895","4,605","4,845","4,505","46,550,000,000",0.0,"10,000,000",,,
1850,1927,010470,오리콤,"3,975",-30,-0.8,"21,109","84,360,890","4,005","4,080","3,975","46,523,598,750",0.0,"11,704,050",,,
1851,1928,021650,한국큐빅,"2,820",30,1.1,"13,319,082","43,515,094,960","3,130","3,535","2,815","46,108,587,660",0.0,"16,350,563",,,
1852,1929,154030,아시아종묘,"4,835",-165,-3.3,"275,831","1,346,440,540","5,000","5,000","4,800","46,081,089,220",0.0,"9,530,732",,,
1853,1930,045340,토탈소프트,"5,380",30,0.6,"896,276","4,887,134,140","5,350","5,600","5,250","46,042,255,200",0.0,"8,558,040",,,
1854,1931,046070,코다코,"1,175",-15,-1.3,"247,446","290,639,260","1,200","1,215","1,160","45,900,500,800",0.0,"39,064,256",,,
1855,1932,091970,나노캠텍,"1,780",80,4.7,"14,289,671","28,304,011,110","1,990","2,135","1,750","45,755,129,620",0.0,"25,705,129",,,
1856,1933,109080,옵티시스,"8,110",80,1.0,"22,475","182,752,970","8,090","8,250","8,040","45,707,960,000",0.0,"5,636,000",,,
1857,1934,065770,CS,"2,425",-5,-0.2,"54,909","133,818,780","2,490","2,490","2,420","45,675,238,750",0.0,"18,835,150",,,
1858,1935,053290,NE능률,"2,840",-20,-0.7,"56,375","160,596,915","2,860","2,885","2,840","45,644,585,080",0.0,"16,072,037",,,
1859,1936,066910,손오공,"1,690",-15,-0.9,"297,272","502,917,315","1,705","1,710","1,675","45,454,512,090",0.0,"26,896,161",,,
1860,1938,046970,우리로,"1,650",-10,-0.6,"184,306","305,607,835","1,650","1,680","1,640","45,407,307,000",0.0,"27,519,580",,,
1861,1939,114190,강원,"2,500",0,0.0,0,0,0,0,0,"45,387,277,500",0.0,"18,154,911",,,
1862,1940,052600,한네트,"3,920",-110,-2.7,"286,871","1,130,569,225","3,980","4,045","3,860","45,329,704,000",0.0,"11,563,700",,,
1863,1941,006880,신송홀딩스,"3,830",-120,-3.0,"34,044","131,352,720","3,950","3,950","3,810","45,304,526,140",0.0,"11,828,858",,,
1864,1942,054930,유신,"15,100",-50,-0.3,"12,337","188,587,900","15,150","15,700","14,950","45,300,000,000",0.0,"3,000,000",,,
1865,1943,050320,에이앤티앤,"1,010",0,0.0,0,0,0,0,0,"45,108,377,600",0.0,"44,661,760",,,
1866,1944,208370,셀바스헬스케어,"2,080",40,2.0,"86,370","180,804,245","2,035","2,165","2,030","45,095,573,120",0.0,"21,680,564",,,
1867,1945,002820,선창산업,"3,570",0,0.0,"17,838","63,490,645","3,570","3,645","3,520","45,010,520,730",0.0,"12,607,989",,,
1868,1946,020180,대신정보통신,"1,170",-10,-0.8,"262,072","308,544,095","1,185","1,190","1,170","44,961,830,550",0.0,"38,428,915",,,
1869,1947,302920,더콘텐츠온,"9,870","-1,630",-14.2,6,"64,870","12,000","12,000","9,870","44,931,783,330",0.0,"4,552,359",,,
1870,1948,016920,카스,"1,965",-85,-4.2,"1,337,219","2,691,834,210","2,050","2,075","1,950","44,797,362,600",0.0,"22,797,640",,,
1871,1949,149300,아퓨어스,"1,650",-100,-5.7,764,"1,260,575","1,650","1,650","1,625","44,658,213,600",0.0,"27,065,584",,,
1872,1950,131180,딜리,"1,520",-35,-2.2,"78,845","120,469,940","1,555","1,560","1,515","44,612,000,000",0.0,"29,350,000",,,
1873,1951,000950,전방,"26,550","1,100",4.3,"155,735","4,282,973,900","25,400","29,750","25,050","44,604,000,000",0.0,"1,680,000",,,
1874,1952,067010,이씨에스,"3,625",-35,-1.0,"299,348","1,080,049,180","3,660","3,680","3,505","44,565,750,000",0.0,"12,294,000",,,
1875,1953,008110,대동전자,"4,225",30,0.7,"14,891","62,622,450","4,225","4,230","4,185","44,322,138,575",0.0,"10,490,447",,,
1876,1954,009810,엔케이물산,530,-8,-1.5,"353,496","189,557,507",538,549,530,"44,296,566,840",0.0,"83,578,428",,,
1877,1955,104040,대성파인텍,"1,415",-20,-1.4,"592,510","843,388,020","1,455","1,455","1,410","44,291,312,615",0.0,"31,301,281",,,
1878,1956,096610,알에프세미,"5,000",45,0.9,"205,621","1,028,093,320","4,960","5,060","4,915","44,289,405,000",0.0,"8,857,881",,,
1879,1958,075970,동국알앤에스,"2,395",-85,-3.4,"268,132","647,306,745","2,480","2,495","2,375","44,068,000,000",0.0,"18,400,000",,,
1880,1959,260970,에스앤디,"145,000",0,0.0,250,"36,740,000","145,000","150,000","145,000","44,028,090,000",0.0,"303,642",,,
1881,1960,010770,평화홀딩스,"3,010",-10,-0.3,"31,844","95,692,525","3,020","3,060","2,985","44,022,652,660",0.0,"14,625,466",,,
1882,1961,101170,우림기계,"3,255",-55,-1.7,"172,681","560,101,575","3,325","3,345","3,180","43,942,500,000",0.0,"13,500,000",,,
1883,1962,053050,지에스이,"1,465",10,0.7,"127,022","185,699,075","1,455","1,475","1,450","43,931,829,605",0.0,"29,987,597",,,
1884,1963,246720,아스타,"3,825",-110,-2.8,"22,195","85,995,510","4,010","4,010","3,795","43,920,650,475",0.0,"11,482,523",,,
1885,1964,064510,에코마이스터,"1,645",10,0.6,"791,807","1,299,084,870","1,635","1,665","1,615","43,907,695,160",0.0,"26,691,608",,,
1886,1965,023350,한국종합기술,"3,995",-60,-1.5,"42,772","172,119,265","4,080","4,140","3,985","43,745,250,000",0.0,"10,950,000",,,
1887,1966,269620,시스웍,"2,430",130,5.6,"623,528","1,487,203,075","2,290","2,450","2,290","43,740,000,000",0.0,"18,000,000",,,
1888,1967,203450,유니온커뮤니티,"2,975",-20,-0.7,"175,284","524,900,020","2,995","3,025","2,960","43,670,045,825",0.0,"14,679,007",,,
1889,1968,215480,토박스코리아,"1,065",-5,-0.5,"430,007","457,870,495","1,070","1,080","1,055","43,584,514,755",0.0,"40,924,427",,,
1890,1969,153490,우리이앤엘,872,8,0.9,"79,348","68,723,133",864,879,862,"43,512,800,000",0.0,"49,900,000",,,
1891,1970,075130,플랜티넷,"4,845",-70,-1.4,"31,481","153,213,320","4,940","4,940","4,845","43,411,200,000",0.0,"8,960,000",,,
1892,1971,051630,진양화학,"3,610",-15,-0.4,"203,793","741,112,190","3,655","3,720","3,580","43,320,000,000",0.0,"12,000,000",,,
1893,1972,086250,이노와이즈,"1,405",0,0.0,0,0,0,0,0,"43,288,294,470",0.0,"30,810,174",,,
1894,1973,126640,화신정공,"1,190",-20,-1.6,"711,498","854,650,340","1,225","1,230","1,180","43,284,925,530",0.0,"36,373,887",,,
1895,1974,076080,웰크론한텍,"2,160",-190,-8.1,"2,790,819","6,133,093,735","2,365","2,395","2,040","43,157,020,320",0.0,"19,980,102",,,
1896,1975,001210,금호전기,"3,600",-125,-3.4,"111,657","408,223,945","3,750","3,785","3,545","43,134,552,000",0.0,"11,981,820",,,
1897,1976,035460,기산텔레콤,"2,955",5,0.2,"92,437","274,283,270","2,955","3,040","2,900","43,076,039,700",0.0,"14,577,340",,,
1898,1977,001810,무림SP,"1,945",15,0.8,"39,526","76,597,665","1,930","1,950","1,920","43,057,437,500",0.0,"22,137,500",,,
1899,1978,054940,엑사이엔씨,"1,295",-15,-1.2,"302,956","395,869,990","1,325","1,325","1,290","42,959,744,660",0.0,"33,173,548",,,
1900,1979,080530,코디,"1,795",-5,-0.3,"107,794","192,185,190","1,795","1,835","1,765","42,914,641,010",0.0,"23,907,878",,,
1901,1980,101930,인화정공,"4,585",-10,-0.2,"15,748","72,189,620","4,570","4,640","4,560","42,785,867,425",0.0,"9,331,705",,,
1902,1981,039240,경남스틸,"1,710",-20,-1.2,"231,612","395,871,930","1,725","1,750","1,690","42,750,000,000",0.0,"25,000,000",,,
1903,1982,251280,안지오랩,"18,950",0,0.0,0,0,0,0,0,"42,644,322,000",0.0,"2,250,360",,,
1904,1983,051390,YW,"3,755",-25,-0.7,"28,146","105,795,475","3,770","3,795","3,735","42,639,406,840",0.0,"11,355,368",,,
1905,1984,030720,동원수산,"9,160",-80,-0.9,"40,779","373,897,560","9,290","9,300","9,100","42,628,853,800",0.0,"4,653,805",,,
1906,1985,002710,TCC스틸,"1,850",-15,-0.8,"38,427","71,060,325","1,885","1,885","1,835","42,550,000,000",0.0,"23,000,000",,,
1907,1986,038010,제일테크노스,"4,725",-5,-0.1,"120,966","568,507,255","4,775","4,815","4,530","42,525,000,000",0.0,"9,000,000",,,
1908,1987,072130,유엔젤,"3,220",-15,-0.5,"98,268","318,349,120","3,300","3,320","3,170","42,489,361,880",0.0,"13,195,454",,,
1909,1988,105330,케이엔더블유,"7,500",0,0.0,"35,007","264,495,560","7,500","7,800","7,410","42,460,102,500",0.0,"5,661,347",,,
1910,1989,011700,한신기계,"1,305",5,0.4,"98,422","128,088,205","1,300","1,315","1,295","42,342,227,055",0.0,"32,446,151",,,
1911,1990,131220,대한과학,"5,670",-100,-1.7,"98,919","562,892,710","5,770","5,820","5,610","42,266,958,300",0.0,"7,454,490",,,
1912,1991,053270,구영테크,"1,600",-30,-1.8,"576,842","921,495,840","1,645","1,650","1,570","42,230,678,400",0.0,"26,394,174",,,
1913,1992,079950,인베니아,"1,820",5,0.3,"37,306","67,902,730","1,820","1,850","1,800","42,224,000,000",0.0,"23,200,000",,,
1914,1993,024840,KBI메탈,"1,280",5,0.4,"117,659","150,948,060","1,295","1,295","1,270","42,177,085,440",0.0,"32,950,848",,,
1915,1994,050090,휘닉스소재,532,-4,-0.8,"149,686","79,930,987",533,549,530,"42,101,917,144",0.0,"79,138,942",,,
1916,1995,018470,조일알미늄,600,-1,-0.2,"284,570","170,503,369",602,608,592,"42,093,333,000",0.0,"70,155,555",,,
1917,1996,085910,네오티스,"3,800",-60,-1.6,"11,396","43,547,330","3,860","3,880","3,790","41,851,976,400",0.0,"11,013,678",,,
1918,1997,217950,파마리서치바이오,"10,250",-50,-0.5,"4,882","49,792,050","10,600","10,600","10,000","41,506,257,750",0.0,"4,049,391",,,
1919,1998,028080,휴맥스홀딩스,"3,300",595,22.0,"3,133,598","10,482,285,700","2,810","3,515","2,720","41,505,769,800",0.0,"12,577,506",,,
1920,1999,091440,텔레필드,"4,520",20,0.4,"163,474","732,236,405","4,510","4,570","4,420","41,474,955,000",0.0,"9,175,875",,,
1921,2000,054300,팬스타엔터프라이즈,792,-5,-0.6,"202,385","161,115,441",790,806,788,"41,435,830,656",0.0,"52,317,968",,,
1922,2001,123750,알톤스포츠,"3,250",-125,-3.7,"139,400","459,716,265","3,485","3,485","3,250","41,425,465,250",0.0,"12,746,297",,,
1923,2002,065420,에스아이리소스,639,0,0.0,0,0,0,0,0,"41,281,932,996",0.0,"64,603,964",,,
1924,2003,114630,우노앤컴퍼니,"3,030",30,1.0,"34,534","103,828,930","3,005","3,045","2,970","41,129,113,950",0.0,"13,573,965",,,
1925,2004,336040,이도바이오,"17,500","1,000",6.1,506,"8,643,500","17,000","17,500","17,000","40,984,562,500",0.0,"2,341,975",,,
1926,2005,140520,대창스틸,"2,045",0,0.0,"33,825","69,032,815","2,050","2,070","2,025","40,900,000,000",0.0,"20,000,000",,,
1927,2006,017000,신원종합개발,"4,050",110,2.8,"476,410","1,924,245,680","4,045","4,140","3,900","40,775,509,350",0.0,"10,068,027",,,
1928,2007,119500,포메탈,"3,430",25,0.7,"435,555","1,484,857,440","3,410","3,465","3,375","40,636,005,760",0.0,"11,847,232",,,
1929,2008,002220,한일철강,"1,775",-35,-1.9,"189,561","337,402,860","1,805","1,815","1,765","40,543,728,175",0.0,"22,841,537",,,
1930,2009,053110,소리바다,422,-38,-8.3,"4,064,916","1,740,051,633",460,462,409,"40,489,628,092",0.0,"95,946,986",,,
1931,2010,105550,트루윈,"3,370",100,3.1,"85,979","285,402,745","3,270","3,370","3,185","40,342,475,570",0.0,"11,971,061",,,
1932,2011,011080,형지I&C,"1,035",20,2.0,"9,182,657","9,985,229,014","1,035","1,185",989,"40,319,116,380",0.0,"38,955,668",,,
1933,2012,226400,오스테오닉,"3,195",20,0.6,"119,289","376,941,565","3,175","3,195","3,135","40,311,477,945",0.0,"12,617,051",,,
1934,2013,130500,GH신소재,"3,650",-10,-0.3,"314,660","1,150,415,780","3,685","3,695","3,555","40,150,000,000",0.0,"11,000,000",,,
1935,2014,087600,픽셀플러스,"4,915",35,0.7,"7,646","37,799,390","4,830","5,280","4,830","40,138,632,570",0.0,"8,166,558",,,
1936,2015,284420,휴럼,"11,000",300,2.8,"1,318","15,590,800","10,750","12,300","10,700","40,102,590,000",0.0,"3,645,690",,,
1937,2016,900300,오가닉티코스메틱,704,-15,-2.1,"953,611","677,509,273",720,724,704,"40,075,200,000",0.0,"56,925,000",,,
1938,2018,070590,한솔인티큐브,"2,885",-50,-1.7,"125,352","365,722,315","2,950","2,980","2,870","40,042,418,085",0.0,"13,879,521",,,
1939,2019,002680,한탑,"1,795",-25,-1.4,"32,085","57,317,495","1,830","1,830","1,770","40,027,516,340",0.0,"22,299,452",,,
1940,2021,064480,브리지텍,"3,340",100,3.1,"145,734","482,377,900","3,240","3,370","3,210","39,921,350,000",0.0,"11,952,500",,,
1941,2022,000760,이화산업,"14,250",0,0.0,"2,438","34,387,400","14,700","14,700","14,000","39,900,000,000",0.0,"2,800,000",,,
1942,2023,098120,마이크로컨텍솔,"4,785",110,2.4,"137,254","659,586,875","4,675","4,950","4,670","39,776,585,310",0.0,"8,312,766",,,
1943,2024,123700,SJM,"2,540",-15,-0.6,"8,507","21,666,580","2,550","2,580","2,515","39,636,440,920",0.0,"15,604,898",,,
1944,2025,208350,지란지교시큐리티,"5,080",-20,-0.4,"32,708","165,622,000","5,080","5,140","5,020","39,494,627,640",0.0,"7,774,533",,,
1945,2026,200350,래몽래인,"8,800",0,0.0,637,"5,376,400","8,800","8,800","8,400","39,262,027,200",0.0,"4,461,594",,,
1946,2027,012620,원일특강,"8,900",160,1.8,"104,272","917,154,420","8,700","9,010","8,700","39,160,000,000",0.0,"4,400,000",,,
1947,2028,204990,코썬바이오,"1,225",0,0.0,0,0,0,0,0,"39,130,080,675",0.0,"31,942,923",,,
1948,2029,004100,태양금속,"1,065",5,0.5,"163,692","174,276,265","1,060","1,080","1,055","39,085,500,000",0.0,"36,700,000",,,
1949,2030,011420,갤럭시아에스엠,"1,415",30,2.2,"283,294","419,558,470","1,385","1,425","1,340","38,982,746,260",0.0,"27,549,644",,,
1950,2031,237750,피앤씨테크,"6,000",-50,-0.8,"34,130","206,712,080","6,090","6,140","5,970","38,979,600,000",0.0,"6,496,600",,,
1951,2032,128540,에코캡,"2,675",-85,-3.1,"2,019,567","5,932,593,210","3,045","3,090","2,675","38,944,790,000",0.0,"14,558,800",,,
1952,2033,045890,GV,805,1,0.1,"806,366","645,486,226",820,820,788,"38,922,224,950",0.0,"48,350,590",,,
1953,2034,066790,씨씨에스,846,0,0.0,0,0,0,0,0,"38,895,837,282",0.0,"45,976,167",,,
1954,2035,054040,한국컴퓨터,"2,420",10,0.4,"37,368","89,572,580","2,410","2,430","2,375","38,892,521,800",0.0,"16,071,290",,,
1955,2036,079000,와토스코리아,"5,400",-170,-3.0,"36,492","199,600,880","5,570","5,610","5,400","38,880,000,000",0.0,"7,200,000",,,
1956,2037,065440,이루온,"1,425",10,0.7,"725,853","1,052,672,450","1,455","1,480","1,410","38,866,903,500",0.0,"27,275,020",,,
1957,2038,038620,위즈코프,"1,000",0,0.0,"525,674","524,441,106","1,000","1,015",988,"38,830,772,000",0.0,"38,830,772",,,
1958,2039,263020,디케이앤디,"5,000",-10,-0.2,"11,870","60,283,490","5,060","5,060","4,995","38,816,010,000",0.0,"7,763,202",,,
1959,2040,064090,에프앤리퍼블릭,505,-2,-0.4,"216,456","109,022,793",507,520,501,"38,784,964,045",0.0,"76,801,909",,,
1960,2041,044180,KD,495,0,0.0,0,0,0,0,0,"38,784,885,480",0.0,"78,353,304",,,
1961,2042,127710,아시아경제,"1,520",25,1.7,"72,706","110,075,270","1,500","1,535","1,500","38,773,275,680",0.0,"25,508,734",,,
1962,2043,141070,맥스로텍,"1,225",-40,-3.2,"396,238","496,607,885","1,265","1,285","1,225","38,735,786,250",0.0,"31,621,050",,,
1963,2044,005820,원림,"17,600",850,5.1,"2,054","35,849,350","16,750","17,800","16,750","38,720,000,000",0.0,"2,200,000",,,
1964,2045,008470,부스타,"4,600",-5,-0.1,"39,574","181,997,090","4,580","4,610","4,565","38,662,080,000",0.0,"8,404,800",,,
1965,2046,900280,골든센츄리,243,-5,-2.0,"1,087,341","265,266,815",247,247,242,"38,583,540,000",0.0,"158,780,000",,,
1966,2047,043710,서울리거,"1,105",20,1.8,"32,826","35,523,890","1,095","1,105","1,065","38,568,535,460",0.0,"34,903,652",,,
1967,2048,032580,피델릭스,"1,465",-295,-16.8,"3,813,683","5,965,957,200","1,755","1,785","1,455","38,529,303,690",0.0,"26,299,866",,,
1968,2049,032540,TJ미디어,"2,765",85,3.2,"16,077","44,031,005","2,680","2,770","2,680","38,520,898,885",0.0,"13,931,609",,,
1969,2050,026040,제이에스티나,"2,330",45,2.0,"61,306","140,810,060","2,375","2,375","2,275","38,453,830,700",0.0,"16,503,790",,,
1970,2051,012600,청호컴넷,"4,470",140,3.2,"558,920","2,722,051,570","4,465","5,160","4,465","38,336,288,970",0.0,"8,576,351",,,
1971,2052,232830,시큐센,"23,850","3,100",14.9,"4,648","106,400,800","20,500","23,850","20,500","38,304,912,600",0.0,"1,606,076",,,
1972,2053,060480,국일신동,"3,450",60,1.8,"90,684","310,175,110","3,380","3,460","3,375","38,260,500,000",0.0,"11,090,000",,,
1973,2054,150440,피노텍,"3,985",-15,-0.4,"5,514","21,583,920","3,995","3,995","3,820","38,118,166,820",0.0,"9,565,412",,,
1974,2055,084870,TBH글로벌,"1,825",-90,-4.7,"424,851","780,117,150","1,920","1,920","1,800","38,063,694,675",0.0,"20,856,819",,,
1975,2056,054180,중앙오션,"1,175",40,3.5,"1,511,242","1,773,948,760","1,160","1,245","1,130","37,876,913,425",0.0,"32,235,671",,,
1976,2057,101390,아이엠,897,163,22.2,"27,691,110","25,659,814,878",954,954,840,"37,874,183,490",0.0,"42,223,170",,,
1977,2058,223310,경남제약헬스케어,"3,320",0,0.0,0,0,0,0,0,"37,836,250,520",0.0,"11,396,461",,,
1978,2059,187790,나노,"1,465",-30,-2.0,"259,859","384,553,690","1,500","1,505","1,455","37,793,857,575",0.0,"25,797,855",,,
1979,2060,123840,한일진공,587,1,0.2,"513,431","307,852,977",609,613,586,"37,747,608,499",0.0,"64,305,977",,,
1980,2061,025530,SJM홀딩스,"2,520",-15,-0.6,"18,881","47,354,190","2,535","2,545","2,480","37,633,700,160",0.0,"14,934,008",,,
1981,2062,067730,로지시스,"4,025",-105,-2.5,"103,472","422,810,380","4,085","4,165","4,010","37,597,211,050",0.0,"9,340,922",,,
1982,2063,056090,유앤아이,"4,840",15,0.3,"8,964","43,123,330","4,825","4,865","4,770","37,582,086,960",0.0,"7,764,894",,,
1983,2064,017250,인터엠,"1,780",5,0.3,"70,598","125,263,910","1,785","1,785","1,765","37,460,931,260",0.0,"21,045,467",,,
1984,2065,217190,제너셈,"4,270",-115,-2.6,"220,157","939,998,375","4,415","4,505","4,165","37,444,372,980",0.0,"8,769,174",,,
1985,2066,322970,무진메디,"5,590",40,0.7,"16,176","85,417,850","5,700","5,700","5,220","37,309,773,020",0.0,"6,674,378",,,
1986,2067,177350,베셀,"3,330",15,0.4,"114,464","383,363,495","3,315","3,440","3,295","37,270,585,440",0.0,"11,192,368",,,
1987,2068,070300,엑스큐어,"5,040",20,0.4,"200,690","1,006,190,705","5,080","5,150","4,900","37,125,012,960",0.0,"7,366,074",,,
1988,2069,238120,로고스바이오,"10,300",-550,-5.1,"67,557","705,753,000","10,700","10,850","10,300","37,025,657,200",0.0,"3,594,724",,,
1989,2070,065690,파커스,"2,645",-45,-1.7,"72,813","191,457,760","2,690","2,690","2,590","36,933,481,305",0.0,"13,963,509",,,
1990,2071,032080,아즈텍WB,"1,715",-20,-1.2,"169,679","291,566,185","1,735","1,770","1,675","36,857,114,735",0.0,"21,491,029",,,
1991,2072,058970,엠로,"7,650",-150,-1.9,349,"2,683,950","7,750","7,750","7,650","36,834,750,000",0.0,"4,815,000",,,
1992,2073,232680,라온테크,"8,500",10,0.1,"4,720","40,095,980","8,580","8,580","8,400","36,827,992,500",0.0,"4,332,705",,,
1993,2074,159910,스킨앤스킨,263,0,0.0,0,0,0,0,0,"36,570,869,305",0.0,"139,052,735",,,
1994,2075,001620,케이비아이동국실업,552,4,0.7,"29,315","16,133,853",551,560,546,"36,455,223,744",0.0,"66,042,072",,,
1995,2076,019570,리더스 기술투자,469,-11,-2.3,"127,002","60,016,045",480,484,465,"36,410,571,120",0.0,"77,634,480",,,
1996,2077,024910,경창산업,"1,015",-5,-0.5,"72,846","74,463,515","1,025","1,040","1,000","36,356,290,075",0.0,"35,819,005",,,
1997,2078,101400,엔시트론,"1,310",-20,-1.5,"101,115","132,981,520","1,345","1,345","1,300","36,282,519,800",0.0,"27,696,580",,,
1998,2079,025870,신라에스지,"9,060",-50,-0.6,"41,838","379,015,530","9,180","9,180","9,000","36,240,000,000",0.0,"4,000,000",,,
1999,2080,049800,우진플라임,"3,610",-40,-1.1,"30,893","110,194,275","3,650","3,650","3,510","36,100,000,000",0.0,"10,000,000",,,
2000,2081,154040,솔루에타,"2,780",95,3.5,"220,706","609,092,875","2,700","2,825","2,700","36,084,805,880",0.0,"12,980,146",,,
